Orthogroup	balsam	canaan	fraser
OG0105872		CF151_TRINITY_DN107308_c1_g2_i7	
OG0105873		CF151_TRINITY_DN107330_c1_g1_i2	
OG0105874		CF151_TRINITY_DN122864_c0_g1_i1	
OG0105875		CF151_TRINITY_DN122870_c0_g1_i1	
OG0105876		CF151_TRINITY_DN122887_c0_g1_i1	
OG0105877		CF151_TRINITY_DN117081_c0_g1_i1	
OG0105878		CF151_TRINITY_DN117006_c0_g1_i1	
OG0105879		CF151_TRINITY_DN117074_c0_g1_i1	
OG0105880		CF151_TRINITY_DN117022_c0_g1_i1	
OG0105881		CF151_TRINITY_DN117064_c0_g1_i1	
OG0105882		CF151_TRINITY_DN119936_c0_g1_i1	
OG0105883		CF151_TRINITY_DN119973_c0_g1_i1	
OG0105884		CF151_TRINITY_DN119978_c0_g1_i1	
OG0105885		CF151_TRINITY_DN119931_c0_g1_i1	
OG0105886		CF151_TRINITY_DN119977_c0_g1_i1	
OG0105887		CF151_TRINITY_DN119903_c0_g1_i1	
OG0105888		CF151_TRINITY_DN124312_c0_g1_i1	
OG0105889		CF151_TRINITY_DN121223_c0_g1_i1	
OG0105890		CF152_TRINITY_DN95433_c0_g1_i1	
OG0105891		CF152_TRINITY_DN93418_c0_g1_i1	
OG0105892		CF152_TRINITY_DN93482_c0_g3_i1	
OG0105893		CF152_TRINITY_DN91757_c0_g1_i1	
OG0105894		CF152_TRINITY_DN97710_c0_g1_i1	
OG0105895		CF152_TRINITY_DN97510_c1_g1_i1	
OG0105896		CF152_TRINITY_DN26862_c0_g1_i1	
OG0105897		CF152_TRINITY_DN23919_c0_g2_i1	
OG0105898		CF152_TRINITY_DN96326_c0_g1_i1	
OG0105899		CF152_TRINITY_DN11956_c0_g2_i1	
OG0105900		CF152_TRINITY_DN91064_c0_g1_i1	
OG0105901		CF152_TRINITY_DN46856_c0_g1_i1	
OG0105902		CF152_TRINITY_DN92174_c0_g1_i1	
OG0105903		CF152_TRINITY_DN92130_c0_g1_i1	
OG0105904		CF152_TRINITY_DN98961_c0_g2_i1	
OG0105905		CF152_TRINITY_DN98978_c0_g2_i1	
OG0105906		CF152_TRINITY_DN98976_c0_g1_i1	
OG0105907		CF152_TRINITY_DN17785_c0_g1_i1	
OG0105908		CF152_TRINITY_DN2118_c1_g1_i1	
OG0105909		CF152_TRINITY_DN51213_c0_g1_i1	
OG0105910		CF152_TRINITY_DN91937_c0_g1_i1	
OG0105911		CF152_TRINITY_DN527_c0_g1_i1	
OG0105912		CF152_TRINITY_DN11789_c0_g1_i1	
OG0105913		CF152_TRINITY_DN1501_c0_g1_i1	
OG0105914		CF152_TRINITY_DN18844_c0_g1_i1	
OG0105915		CF152_TRINITY_DN68177_c0_g1_i1	
OG0105916		CF152_TRINITY_DN59804_c0_g1_i1	
OG0105917		CF152_TRINITY_DN95917_c0_g1_i1	
OG0105918		CF152_TRINITY_DN1882_c0_g2_i1	
OG0105919		CF152_TRINITY_DN97617_c0_g1_i1	
OG0105920		CF152_TRINITY_DN2527_c0_g1_i1	
OG0105921		CF152_TRINITY_DN2514_c0_g1_i1	
OG0105922		CF152_TRINITY_DN70886_c0_g1_i1	
OG0105923		CF152_TRINITY_DN98829_c0_g1_i1	
OG0105924		CF152_TRINITY_DN98840_c0_g2_i1	
OG0105925		CF152_TRINITY_DN24796_c0_g1_i1	
OG0105926		CF152_TRINITY_DN86994_c0_g1_i1	
OG0105927		CF152_TRINITY_DN69142_c0_g1_i1	
OG0105928		CF152_TRINITY_DN69142_c1_g1_i1	
OG0105929		CF152_TRINITY_DN87779_c0_g1_i1	
OG0105930		CF152_TRINITY_DN11829_c0_g1_i1	
OG0105931		CF152_TRINITY_DN46996_c0_g1_i1	
OG0105932		CF152_TRINITY_DN3330_c0_g1_i1	
OG0105933		CF152_TRINITY_DN92394_c0_g2_i1	
OG0105934		CF152_TRINITY_DN56259_c0_g1_i1	
OG0105935		CF152_TRINITY_DN96071_c0_g1_i1	
OG0105936		CF152_TRINITY_DN68016_c0_g1_i1	
OG0105937		CF152_TRINITY_DN95260_c1_g1_i1	
OG0105938		CF152_TRINITY_DN25063_c0_g3_i1	
OG0105939		CF152_TRINITY_DN93281_c0_g1_i1	
OG0105940		CF152_TRINITY_DN68704_c0_g1_i1	
OG0105941		CF152_TRINITY_DN97314_c0_g1_i1	
OG0105942		CF152_TRINITY_DN46069_c0_g1_i1	
OG0105943		CF152_TRINITY_DN46094_c0_g1_i2	
OG0105944		CF152_TRINITY_DN98222_c0_g1_i1	
OG0105945		CF152_TRINITY_DN98257_c0_g1_i1	
OG0105946		CF152_TRINITY_DN98415_c0_g1_i1	
OG0105947		CF152_TRINITY_DN65874_c0_g2_i1	
OG0105948		CF152_TRINITY_DN67157_c0_g2_i1	
OG0105949		CF152_TRINITY_DN84541_c0_g1_i1	
OG0105950		CF152_TRINITY_DN94991_c0_g1_i1	
OG0105951		CF152_TRINITY_DN55103_c0_g1_i1	
OG0105952		CF152_TRINITY_DN96104_c0_g1_i1	
OG0105953		CF152_TRINITY_DN69535_c0_g2_i1	
OG0105954		CF152_TRINITY_DN16040_c0_g1_i1	
OG0105955		CF152_TRINITY_DN58884_c0_g1_i1	
OG0105956		CF152_TRINITY_DN87916_c0_g1_i1	
OG0105957		CF152_TRINITY_DN93859_c0_g1_i1	
OG0105958		CF152_TRINITY_DN27052_c0_g1_i1	
OG0105959		CF152_TRINITY_DN95529_c0_g2_i1	
OG0105960		CF152_TRINITY_DN95559_c0_g1_i2	
OG0105961		CF152_TRINITY_DN95580_c0_g3_i1	
OG0105962		CF152_TRINITY_DN95506_c0_g1_i1	
OG0105963		CF152_TRINITY_DN95508_c0_g2_i1	
OG0105964		CF152_TRINITY_DN95561_c0_g1_i2	
OG0105965		CF152_TRINITY_DN48959_c0_g1_i1	
OG0105966		CF152_TRINITY_DN43268_c0_g1_i1	
OG0105967		CF152_TRINITY_DN61336_c0_g2_i1	
OG0105968		CF152_TRINITY_DN69612_c0_g1_i1	
OG0105969		CF152_TRINITY_DN93306_c0_g1_i1	
OG0105970		CF152_TRINITY_DN93334_c0_g1_i1	
OG0105971		CF152_TRINITY_DN45947_c0_g2_i1	
OG0105972		CF152_TRINITY_DN45934_c0_g1_i1	
OG0105973		CF152_TRINITY_DN58770_c0_g1_i1	
OG0105974		CF152_TRINITY_DN92483_c0_g1_i1	
OG0105975		CF152_TRINITY_DN15747_c0_g2_i1	
OG0105976		CF152_TRINITY_DN46374_c0_g1_i1	
OG0105977		CF152_TRINITY_DN46338_c0_g1_i1	
OG0105978		CF152_TRINITY_DN26150_c0_g1_i1	
OG0105979		CF152_TRINITY_DN94738_c0_g1_i1	
OG0105980		CF152_TRINITY_DN94757_c0_g1_i1	
OG0105981		CF152_TRINITY_DN94714_c2_g1_i1	
OG0105982		CF152_TRINITY_DN94790_c0_g1_i1	
OG0105983		CF152_TRINITY_DN94722_c0_g1_i1	
OG0105984		CF152_TRINITY_DN48355_c0_g1_i1	
OG0105985		CF152_TRINITY_DN2336_c0_g1_i1	
OG0105986		CF152_TRINITY_DN2396_c0_g2_i1	
OG0105987		CF152_TRINITY_DN9516_c0_g1_i1	
OG0105988		CF152_TRINITY_DN75248_c0_g1_i1	
OG0105989		CF152_TRINITY_DN99460_c0_g1_i1	
OG0105990		CF152_TRINITY_DN21207_c0_g1_i1	
OG0105991		CF152_TRINITY_DN21207_c1_g1_i1	
OG0105992		CF152_TRINITY_DN91392_c0_g1_i1	
OG0105993		CF152_TRINITY_DN99819_c0_g1_i1	
OG0105994		CF152_TRINITY_DN99815_c0_g1_i1	
OG0105995		CF152_TRINITY_DN80474_c0_g1_i1	
OG0105996		CF152_TRINITY_DN94587_c0_g2_i1	
OG0105997		CF152_TRINITY_DN23062_c0_g1_i1	
OG0105998		CF152_TRINITY_DN97066_c0_g1_i1	
OG0105999		CF152_TRINITY_DN66371_c0_g2_i1	
OG0106000		CF152_TRINITY_DN20860_c0_g1_i1	
OG0106001		CF152_TRINITY_DN95887_c0_g1_i1	
OG0106002		CF152_TRINITY_DN95871_c0_g1_i1	
OG0106003		CF152_TRINITY_DN95859_c0_g2_i1	
OG0106004		CF152_TRINITY_DN96554_c0_g1_i2	
OG0106005		CF152_TRINITY_DN96596_c0_g1_i1	
OG0106006		CF152_TRINITY_DN16632_c0_g1_i1	
OG0106007		CF152_TRINITY_DN18941_c0_g3_i1	
OG0106008		CF152_TRINITY_DN98367_c0_g1_i1	
OG0106009		CF152_TRINITY_DN98381_c0_g2_i2	
OG0106010		CF152_TRINITY_DN97933_c1_g1_i1	
OG0106011		CF152_TRINITY_DN97910_c1_g1_i1	
OG0106012		CF152_TRINITY_DN53496_c0_g1_i1	
OG0106013		CF152_TRINITY_DN20971_c0_g1_i1	
OG0106014		CF152_TRINITY_DN93609_c0_g1_i1	
OG0106015		CF152_TRINITY_DN51539_c0_g1_i1	
OG0106016		CF152_TRINITY_DN92579_c0_g2_i2	
OG0106017		CF152_TRINITY_DN92523_c0_g2_i1	
OG0106018		CF152_TRINITY_DN94092_c0_g1_i1	
OG0106019		CF152_TRINITY_DN94083_c0_g1_i1	
OG0106020		CF152_TRINITY_DN99955_c0_g1_i1	
OG0106021		CF152_TRINITY_DN69450_c0_g1_i1	
OG0106022		CF152_TRINITY_DN52510_c0_g1_i1	
OG0106023		CF152_TRINITY_DN63741_c0_g1_i1	
OG0106024		CF152_TRINITY_DN13537_c0_g1_i1	
OG0106025		CF152_TRINITY_DN99297_c1_g1_i1	
OG0106026		CF152_TRINITY_DN99274_c0_g1_i1	
OG0106027		CF152_TRINITY_DN73419_c0_g1_i1	
OG0106028		CF152_TRINITY_DN7265_c0_g1_i1	
OG0106029		CF152_TRINITY_DN117865_c0_g1_i1	
OG0106030		CF152_TRINITY_DN117864_c0_g1_i1	
OG0106031		CF152_TRINITY_DN117802_c1_g1_i1	
OG0106032		CF152_TRINITY_DN117852_c0_g1_i1	
OG0106033		CF152_TRINITY_DN117845_c0_g1_i5	
OG0106034		CF152_TRINITY_DN115997_c0_g2_i1	
OG0106035		CF152_TRINITY_DN115971_c0_g2_i1	
OG0106036		CF152_TRINITY_DN115958_c0_g1_i2	
OG0106037		CF152_TRINITY_DN115916_c0_g1_i2	
OG0106038		CF152_TRINITY_DN115926_c0_g1_i1	
OG0106039		CF152_TRINITY_DN115964_c2_g2_i1	
OG0106040		CF152_TRINITY_DN115923_c2_g1_i1	
OG0106041		CF152_TRINITY_DN115978_c0_g1_i2	
OG0106042		CF152_TRINITY_DN115943_c0_g2_i1	
OG0106043		CF152_TRINITY_DN118861_c0_g1_i2	
OG0106044		CF152_TRINITY_DN118854_c0_g2_i3	
OG0106045		CF152_TRINITY_DN118880_c4_g3_i2	
OG0106046		CF152_TRINITY_DN118832_c1_g1_i2	
OG0106047		CF152_TRINITY_DN109255_c0_g1_i1	
OG0106048		CF152_TRINITY_DN109277_c0_g1_i1	
OG0106049		CF152_TRINITY_DN100555_c0_g1_i1	
OG0106050		CF152_TRINITY_DN116711_c0_g1_i1	
OG0106051		CF152_TRINITY_DN116760_c0_g1_i1	
OG0106052		CF152_TRINITY_DN116705_c2_g2_i1	
OG0106053		CF152_TRINITY_DN116724_c0_g3_i1	
OG0106054		CF152_TRINITY_DN116799_c1_g1_i1	
OG0106055		CF152_TRINITY_DN116796_c4_g1_i1	
OG0106056		CF152_TRINITY_DN116796_c4_g1_i2	
OG0106057		CF152_TRINITY_DN116796_c4_g1_i3	
OG0106058		CF152_TRINITY_DN112718_c0_g1_i2	
OG0106059		CF152_TRINITY_DN112723_c1_g1_i1	
OG0106060		CF152_TRINITY_DN112773_c2_g1_i2	
OG0106061		CF152_TRINITY_DN112792_c0_g1_i1	
OG0106062		CF152_TRINITY_DN112784_c0_g1_i1	
OG0106063		CF152_TRINITY_DN120609_c0_g1_i1	
OG0106064		CF152_TRINITY_DN120667_c0_g1_i1	
OG0106065		CF152_TRINITY_DN124694_c0_g1_i1	
OG0106066		CF152_TRINITY_DN124631_c0_g1_i1	
OG0106067		CF152_TRINITY_DN113906_c0_g1_i2	
OG0106068		CF152_TRINITY_DN113940_c0_g2_i1	
OG0106069		CF152_TRINITY_DN113952_c1_g1_i1	
OG0106070		CF152_TRINITY_DN113998_c0_g1_i1	
OG0106071		CF152_TRINITY_DN113962_c1_g2_i1	
OG0106072		CF152_TRINITY_DN113948_c0_g1_i2	
OG0106073		CF152_TRINITY_DN113936_c0_g2_i2	
OG0106074		CF152_TRINITY_DN127332_c0_g1_i1	
OG0106075		CF152_TRINITY_DN105877_c0_g1_i1	
OG0106076		CF152_TRINITY_DN105877_c0_g1_i2	
OG0106077		CF152_TRINITY_DN105897_c0_g1_i1	
OG0106078		CF152_TRINITY_DN105800_c0_g1_i1	
OG0106079		CF152_TRINITY_DN118058_c4_g1_i1	
OG0106080		CF152_TRINITY_DN118010_c0_g1_i5	
OG0106081		CF152_TRINITY_DN110215_c0_g1_i1	
OG0106082		CF152_TRINITY_DN110220_c0_g1_i1	
OG0106083		CF152_TRINITY_DN110278_c0_g1_i1	
OG0106084		CF152_TRINITY_DN110292_c1_g1_i1	
OG0106085		CF152_TRINITY_DN110200_c0_g2_i1	
OG0106086		CF152_TRINITY_DN110269_c0_g1_i1	
OG0106087		CF152_TRINITY_DN102585_c0_g1_i1	
OG0106088		CF152_TRINITY_DN102595_c0_g1_i1	
OG0106089		CF152_TRINITY_DN122046_c0_g1_i1	
OG0106090		CF152_TRINITY_DN122348_c0_g1_i1	
OG0106091		CF152_TRINITY_DN112981_c0_g1_i3	
OG0106092		CF152_TRINITY_DN112915_c0_g1_i2	
OG0106093		CF152_TRINITY_DN112944_c1_g1_i1	
OG0106094		CF152_TRINITY_DN106858_c0_g2_i1	
OG0106095		CF152_TRINITY_DN119798_c0_g1_i2	
OG0106096		CF152_TRINITY_DN119776_c9_g1_i3	
OG0106097		CF152_TRINITY_DN119729_c2_g2_i3	
OG0106098		CF152_TRINITY_DN119729_c2_g2_i6	
OG0106099		CF152_TRINITY_DN119762_c2_g4_i1	
OG0106100		CF152_TRINITY_DN119762_c2_g4_i3	
OG0106101		CF152_TRINITY_DN119716_c0_g1_i2	
OG0106102		CF152_TRINITY_DN119701_c2_g3_i10	
OG0106103		CF152_TRINITY_DN119727_c0_g1_i2	
OG0106104		CF152_TRINITY_DN119712_c0_g2_i1	
OG0106105		CF152_TRINITY_DN119777_c1_g1_i2	
OG0106106		CF152_TRINITY_DN119771_c2_g1_i4	
OG0106107		CF152_TRINITY_DN119770_c0_g1_i4	
OG0106108		CF152_TRINITY_DN119770_c0_g1_i5	
OG0106109		CF152_TRINITY_DN119703_c1_g3_i1	
OG0106110		CF152_TRINITY_DN125969_c0_g1_i1	
OG0106111		CF152_TRINITY_DN125953_c0_g1_i1	
OG0106112		CF152_TRINITY_DN100891_c0_g1_i1	
OG0106113		CF152_TRINITY_DN110912_c0_g3_i1	
OG0106114		CF152_TRINITY_DN110993_c0_g1_i1	
OG0106115		CF152_TRINITY_DN110943_c0_g1_i1	
OG0106116		CF152_TRINITY_DN112588_c0_g1_i2	
OG0106117		CF152_TRINITY_DN112519_c0_g1_i1	
OG0106118		CF152_TRINITY_DN112528_c1_g4_i1	
OG0106119		CF152_TRINITY_DN112546_c0_g1_i2	
OG0106120		CF152_TRINITY_DN112594_c0_g1_i2	
OG0106121		CF152_TRINITY_DN112550_c0_g1_i1	
OG0106122		CF152_TRINITY_DN113554_c0_g1_i1	
OG0106123		CF152_TRINITY_DN113525_c0_g1_i1	
OG0106124		CF152_TRINITY_DN118138_c3_g1_i3	
OG0106125		CF152_TRINITY_DN118199_c0_g1_i2	
OG0106126		CF152_TRINITY_DN118176_c1_g1_i2	
OG0106127		CF152_TRINITY_DN118156_c0_g2_i3	
OG0106128		CF152_TRINITY_DN118104_c0_g3_i5	
OG0106129		CF152_TRINITY_DN118126_c10_g1_i2	
OG0106130		CF152_TRINITY_DN118152_c1_g5_i1	
OG0106131		CF152_TRINITY_DN110717_c0_g1_i1	
OG0106132		CF152_TRINITY_DN110742_c0_g1_i1	
OG0106133		CF152_TRINITY_DN121339_c0_g1_i1	
OG0106134		CF152_TRINITY_DN107093_c0_g1_i1	
OG0106135		CF152_TRINITY_DN107017_c1_g1_i1	
OG0106136		CF152_TRINITY_DN106360_c0_g1_i1	
OG0106137		CF152_TRINITY_DN109475_c0_g1_i2	
OG0106138		CF152_TRINITY_DN109456_c0_g1_i1	
OG0106139		CF152_TRINITY_DN117749_c0_g1_i2	
OG0106140		CF152_TRINITY_DN117780_c0_g2_i2	
OG0106141		CF152_TRINITY_DN117757_c0_g2_i1	
OG0106142		CF152_TRINITY_DN117742_c0_g1_i1	
OG0106143		CF152_TRINITY_DN117727_c1_g2_i4	
OG0106144		CF152_TRINITY_DN117721_c0_g1_i2	
OG0106145		CF152_TRINITY_DN117783_c3_g2_i1	
OG0106146		CF152_TRINITY_DN113853_c0_g1_i1	
OG0106147		CF152_TRINITY_DN113853_c0_g2_i3	
OG0106148		CF152_TRINITY_DN113800_c0_g3_i1	
OG0106149		CF152_TRINITY_DN113828_c0_g1_i1	
OG0106150		CF152_TRINITY_DN113877_c0_g1_i1	
OG0106151		CF152_TRINITY_DN113839_c0_g1_i2	
OG0106152		CF152_TRINITY_DN113884_c0_g2_i2	
OG0106153		CF152_TRINITY_DN113878_c0_g2_i2	
OG0106154		CF152_TRINITY_DN113866_c0_g1_i2	
OG0106155		CF152_TRINITY_DN114766_c0_g2_i2	
OG0106156		CF152_TRINITY_DN114717_c0_g2_i1	
OG0106157		CF152_TRINITY_DN114741_c0_g1_i2	
OG0106158		CF152_TRINITY_DN101179_c0_g1_i1	
OG0106159		CF152_TRINITY_DN122154_c0_g1_i1	
OG0106160		CF152_TRINITY_DN110818_c0_g1_i2	
OG0106161		CF152_TRINITY_DN110889_c1_g1_i2	
OG0106162		CF152_TRINITY_DN116991_c2_g1_i1	
OG0106163		CF152_TRINITY_DN116902_c0_g1_i1	
OG0106164		CF152_TRINITY_DN116976_c0_g1_i1	
OG0106165		CF152_TRINITY_DN116906_c0_g1_i1	
OG0106166		CF152_TRINITY_DN121118_c0_g1_i1	
OG0106167		CF152_TRINITY_DN112855_c0_g2_i2	
OG0106168		CF152_TRINITY_DN115557_c0_g1_i2	
OG0106169		CF152_TRINITY_DN115549_c0_g2_i1	
OG0106170		CF152_TRINITY_DN115547_c0_g1_i3	
OG0106171		CF152_TRINITY_DN115548_c0_g1_i1	
OG0106172		CF152_TRINITY_DN115560_c0_g1_i2	
OG0106173		CF152_TRINITY_DN115576_c0_g1_i3	
OG0106174		CF152_TRINITY_DN117525_c1_g1_i2	
OG0106175		CF152_TRINITY_DN117575_c4_g1_i2	
OG0106176		CF152_TRINITY_DN117599_c0_g1_i2	
OG0106177		CF152_TRINITY_DN116522_c0_g1_i4	
OG0106178		CF152_TRINITY_DN116569_c0_g1_i2	
OG0106179		CF152_TRINITY_DN116581_c2_g1_i2	
OG0106180		CF152_TRINITY_DN116505_c0_g1_i1	
OG0106181		CF152_TRINITY_DN116505_c0_g2_i1	
OG0106182		CF152_TRINITY_DN111774_c1_g1_i2	
OG0106183		CF152_TRINITY_DN111212_c0_g1_i1	
OG0106184		CF152_TRINITY_DN111202_c0_g1_i3	
OG0106185		CF152_TRINITY_DN111261_c0_g1_i4	
OG0106186		CF152_TRINITY_DN111243_c1_g1_i1	
OG0106187		CF152_TRINITY_DN114341_c0_g1_i1	
OG0106188		CF152_TRINITY_DN114324_c0_g1_i1	
OG0106189		CF152_TRINITY_DN114371_c0_g1_i1	
OG0106190		CF152_TRINITY_DN114371_c0_g1_i4	
OG0106191		CF152_TRINITY_DN100282_c1_g1_i1	
OG0106192		CF152_TRINITY_DN123843_c0_g1_i1	
OG0106193		CF152_TRINITY_DN120430_c1_g1_i4	
OG0106194		CF152_TRINITY_DN120434_c1_g1_i9	
OG0106195		CF152_TRINITY_DN120489_c3_g1_i6	
OG0106196		CF152_TRINITY_DN120493_c1_g3_i5	
OG0106197		CF152_TRINITY_DN120453_c6_g1_i1	
OG0106198		CF152_TRINITY_DN120456_c0_g1_i10	
OG0106199		CF152_TRINITY_DN120413_c2_g2_i7	
OG0106200		CF152_TRINITY_DN120413_c2_g2_i8	
OG0106201		CF152_TRINITY_DN120359_c1_g1_i1	
OG0106202		CF152_TRINITY_DN120321_c2_g2_i7	
OG0106203		CF152_TRINITY_DN120321_c2_g2_i8	
OG0106204		CF152_TRINITY_DN120358_c1_g1_i2	
OG0106205		CF152_TRINITY_DN120312_c0_g1_i5	
OG0106206		CF152_TRINITY_DN120352_c1_g2_i2	
OG0106207		CF152_TRINITY_DN120366_c0_g2_i2	
OG0106208		CF152_TRINITY_DN120363_c0_g3_i8	
OG0106209		CF152_TRINITY_DN120328_c0_g1_i1	
OG0106210		CF152_TRINITY_DN120328_c0_g1_i11	
OG0106211		CF152_TRINITY_DN120374_c0_g1_i1	
OG0106212		CF152_TRINITY_DN120374_c0_g1_i2	
OG0106213		CF152_TRINITY_DN120399_c5_g3_i7	
OG0106214		CF152_TRINITY_DN120378_c2_g3_i3	
OG0106215		CF152_TRINITY_DN120369_c1_g1_i9	
OG0106216		CF152_TRINITY_DN120341_c0_g1_i1	
OG0106217		CF152_TRINITY_DN120348_c3_g1_i5	
OG0106218		CF152_TRINITY_DN104153_c0_g1_i1	
OG0106219		CF152_TRINITY_DN111049_c0_g2_i1	
OG0106220		CF152_TRINITY_DN111037_c0_g1_i2	
OG0106221		CF152_TRINITY_DN100783_c0_g1_i1	
OG0106222		CF152_TRINITY_DN100795_c0_g1_i1	
OG0106223		CF152_TRINITY_DN101924_c2_g1_i1	
OG0106224		CF152_TRINITY_DN125666_c0_g1_i1	
OG0106225		CF152_TRINITY_DN106639_c0_g1_i1	
OG0106226		CF152_TRINITY_DN119312_c1_g1_i5	
OG0106227		CF152_TRINITY_DN119368_c0_g1_i4	
OG0106228		CF152_TRINITY_DN119370_c0_g3_i7	
OG0106229		CF152_TRINITY_DN119317_c0_g1_i1	
OG0106230		CF152_TRINITY_DN113427_c0_g1_i2	
OG0106231		CF152_TRINITY_DN113467_c0_g1_i1	
OG0106232		CF152_TRINITY_DN113421_c0_g1_i1	
OG0106233		CF152_TRINITY_DN113416_c0_g1_i2	
OG0106234		CF152_TRINITY_DN113425_c0_g1_i1	
OG0106235		CF152_TRINITY_DN113401_c2_g3_i1	
OG0106236		CF152_TRINITY_DN113450_c1_g1_i2	
OG0106237		CF152_TRINITY_DN105968_c0_g1_i1	
OG0106238		CF152_TRINITY_DN110106_c0_g1_i1	
OG0106239		CF152_TRINITY_DN110141_c0_g1_i1	
OG0106240		CF152_TRINITY_DN126956_c0_g1_i1	
OG0106241		CF152_TRINITY_DN126936_c0_g1_i1	
OG0106242		CF152_TRINITY_DN118298_c2_g1_i5	
OG0106243		CF152_TRINITY_DN118260_c0_g1_i1	
OG0106244		CF152_TRINITY_DN118254_c0_g4_i1	
OG0106245		CF152_TRINITY_DN118254_c0_g4_i6	
OG0106246		CF152_TRINITY_DN118283_c1_g2_i2	
OG0106247		CF152_TRINITY_DN118236_c0_g4_i3	
OG0106248		CF152_TRINITY_DN118246_c0_g1_i2	
OG0106249		CF152_TRINITY_DN105522_c0_g1_i1	
OG0106250		CF152_TRINITY_DN105510_c0_g2_i1	
OG0106251		CF152_TRINITY_DN105553_c0_g2_i1	
OG0106252		CF152_TRINITY_DN105599_c0_g2_i1	
OG0106253		CF152_TRINITY_DN105577_c0_g1_i1	
OG0106254		CF152_TRINITY_DN105546_c1_g1_i1	
OG0106255		CF152_TRINITY_DN103815_c0_g1_i1	
OG0106256		CF152_TRINITY_DN103891_c1_g1_i1	
OG0106257		CF152_TRINITY_DN106912_c0_g1_i2	
OG0106258		CF152_TRINITY_DN106971_c0_g1_i1	
OG0106259		CF152_TRINITY_DN106944_c0_g1_i1	
OG0106260		CF152_TRINITY_DN117231_c1_g1_i1	
OG0106261		CF152_TRINITY_DN117213_c0_g1_i5	
OG0106262		CF152_TRINITY_DN117257_c1_g1_i1	
OG0106263		CF152_TRINITY_DN117283_c0_g1_i3	
OG0106264		CF152_TRINITY_DN115779_c1_g1_i3	
OG0106265		CF152_TRINITY_DN115744_c1_g2_i1	
OG0106266		CF152_TRINITY_DN115708_c3_g1_i1	
OG0106267		CF152_TRINITY_DN115719_c0_g1_i3	
OG0106268		CF152_TRINITY_DN115719_c0_g1_i4	
OG0106269		CF152_TRINITY_DN115747_c0_g1_i2	
OG0106270		CF152_TRINITY_DN111465_c0_g1_i1	
OG0106271		CF152_TRINITY_DN111475_c0_g1_i1	
OG0106272		CF152_TRINITY_DN121978_c0_g1_i1	
OG0106273		CF152_TRINITY_DN121973_c0_g1_i1	
OG0106274		CF152_TRINITY_DN109397_c0_g1_i1	
OG0106275		CF152_TRINITY_DN109326_c0_g1_i1	
OG0106276		CF152_TRINITY_DN125819_c0_g1_i1	
OG0106277		CF152_TRINITY_DN113197_c0_g1_i2	
OG0106278		CF152_TRINITY_DN113182_c1_g1_i1	
OG0106279		CF152_TRINITY_DN113196_c0_g1_i1	
OG0106280		CF152_TRINITY_DN103916_c0_g1_i1	
OG0106281		CF152_TRINITY_DN115263_c0_g3_i1	
OG0106282		CF152_TRINITY_DN115222_c0_g1_i1	
OG0106283		CF152_TRINITY_DN122543_c0_g1_i1	
OG0106284		CF152_TRINITY_DN108589_c0_g1_i1	
OG0106285		CF152_TRINITY_DN102407_c1_g1_i1	
OG0106286		CF152_TRINITY_DN102494_c0_g3_i1	
OG0106287		CF152_TRINITY_DN118473_c0_g2_i1	
OG0106288		CF152_TRINITY_DN118403_c3_g1_i3	
OG0106289		CF152_TRINITY_DN118423_c3_g2_i1	
OG0106290		CF152_TRINITY_DN118405_c0_g1_i1	
OG0106291		CF152_TRINITY_DN118481_c0_g1_i2	
OG0106292		CF152_TRINITY_DN118481_c0_g1_i10	
OG0106293		CF152_TRINITY_DN126736_c0_g1_i1	
OG0106294		CF152_TRINITY_DN126797_c0_g1_i1	
OG0106295		CF152_TRINITY_DN122203_c0_g1_i1	
OG0106296		CF152_TRINITY_DN124068_c0_g1_i1	
OG0106297		CF152_TRINITY_DN124089_c0_g1_i1	
OG0106298		CF152_TRINITY_DN105256_c0_g1_i2	
OG0106299		CF152_TRINITY_DN105228_c0_g1_i1	
OG0106300		CF152_TRINITY_DN105275_c0_g1_i2	
OG0106301		CF152_TRINITY_DN103157_c0_g1_i1	
OG0106302		CF152_TRINITY_DN110099_c0_g1_i1	
OG0106303		CF152_TRINITY_DN109717_c0_g1_i1	
OG0106304		CF152_TRINITY_DN109732_c0_g2_i2	
OG0106305		CF152_TRINITY_DN125477_c0_g1_i1	
OG0106306		CF152_TRINITY_DN110340_c0_g1_i3	
OG0106307		CF152_TRINITY_DN110349_c2_g1_i1	
OG0106308		CF152_TRINITY_DN110372_c0_g1_i2	
OG0106309		CF152_TRINITY_DN123308_c0_g1_i1	
OG0106310		CF152_TRINITY_DN123305_c0_g1_i1	
OG0106311		CF152_TRINITY_DN125168_c0_g1_i1	
OG0106312		CF152_TRINITY_DN111578_c1_g3_i1	
OG0106313		CF152_TRINITY_DN111548_c0_g1_i1	
OG0106314		CF152_TRINITY_DN111542_c0_g1_i1	
OG0106315		CF152_TRINITY_DN106248_c1_g2_i1	
OG0106316		CF152_TRINITY_DN109624_c0_g1_i1	
OG0106317		CF152_TRINITY_DN109634_c0_g1_i1	
OG0106318		CF152_TRINITY_DN119586_c1_g1_i6	
OG0106319		CF152_TRINITY_DN119542_c0_g1_i2	
OG0106320		CF152_TRINITY_DN119544_c1_g2_i1	
OG0106321		CF152_TRINITY_DN119544_c1_g2_i2	
OG0106322		CF152_TRINITY_DN119516_c3_g4_i1	
